[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=16 / layers=129  idx=49561 / solSize=50311
LAYER=98 / layers=129  idx=21698 / solSize=50311
LAYER=63 / layers=129  idx=38287 / solSize=LAYER=12948470 / solSize=387 / layers= / solSize=503112450311  idx=129  idx=18026 / solSize=50311
LAYER=120 / layers=129  idx=35504
5031132429 / solSize= / layers=LAYER=
LAYER=  idx=50311
LAYER=118 / layers= / solSize=129
12912950311LAYER=129 / layers=  idx=LAYER= / layers=
49  idx=866312976 / layers=129  idx=LAYER=119 / layers=129  idx=7651 / solSize=50311
LAYER=96 / layers=129  idx=22795 / solSize=50311
485816973129 / solSize=  idx= / layers=129  idx=32827 / solSize=50311
484 / solSize=LAYER=42963  idx=50311
LAYER=129 / solSize= / solSize=106 / layers=129  idx=5031150311 / solSize=LAYER=
16586580
11450311LAYER= / layers=LAYER= / solSize= / layers=12986  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize=50311
50311
115 / layers= / layers=50311129129  idx=  idx=28350LAYER=
LAYER=86 / layers=129  idx=28225 / solSize=50311
LAYER=108 / layers=129  idx=15226 / solSize=50311
LAYER=95 / layers=129  idx=23333 / solSize= / solSize= / solSize=
50311
LAYER=58 / layers=129  idx=40141 / solSize=50311
LAYER=129 / layers=LAYER=12970 / layers=129  idx=  idx=693576511054 / solSize=50311
677LAYER= / solSize=5031178 / layers=129  idx=
50311LAYER=3203175 / solSize=50311
50311129 / layers= / layers=129129  idx=
  idx=3597133483 / solSize=LAYER=  idx=10344 / solSize= / solSize=8950311
 / solSize= / layers=Update boundaries
50311UPDATE VOLTAGE START
LAYER=

[BC] updateElectrodeVoltage(129LAYER=87LAYER=50311103  idx= / layers=129  idx=27509 / solSize=50311

LAYER=106 / layers=129  idx=LAYER= / layers=129  idx=94 / layers=266565031182 / layers=129  idx=30107 / solSize=50311
LAYER=122 / layers=129  idx=5750 / solSize=50311 / solSize=
129186990 / solSize=50311
LAYER=  idx=128 / layers=) V=129  idx=875 / solSize=50311
167820 #verts=LAYER=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage( / solSize=110 / layers=129  idx=1391150311 / solSize=50311
LAYER=123843 / solSize=50311) V=

LAYER=1200.4678363LAYER=100 / layers=129  idx=20576 / solSize=50311
LAYER= #verts=LAYER= / layers=47 / layers=50
76129129
LAYER=  idx= / layers=116 / layers=129  idx=10176 / solSize=50311
LAYER=23 / layers=129  idx=48708 / solSize=50311
LAYER=86 / layers= / layers=12938374129 / solSize=1295031150311[BC] solutionVector finite after write? 
  idx=
LAYER=yes28265LAYER=  idx=  idx= / solSize=43792105  idx= / layers= / solSize=1293279111250311 / solSize=50311  idx=17158 / solSize=50311
LAYER=45 / layers=129  idx=44253 / solSize=50311
LAYER=100 / layers=129  idx=20218 / solSize=50311
LAYER=76 / layers=129  idx=32925 / solSize=50311
 / layers=

50311129  idx=12408UPDATE VOLTAGE END 
UPDATE VOLTAGE START7032

 / solSize=50311

LAYER=[BC] updateElectrodeVoltage(LAYER=LAYER=239 / layers=129  idx=45650 / solSize=50311
LAYER=45 / layers=129  idx=44147LAYER=Update boundaries
74UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(0) V= / layers=129  idx=33664 / solSize=50311
LAYER=61 / layers=129  idx=39202 / solSize=50311
LAYER=73 / layers=129  idx=34285 / solSize=50311
LAYER=93 / layers=129  idx=24423 / solSize=50311
LAYER=109 / layers=129  idx=14356 / solSize=50311
LAYER=79 / layers=129  idx=31754 / solSize=50311
LAYER=110 / layers=129  idx=13755 / solSize=50311
96 / layers=129  idx=22630 / solSize=50311
LAYER=42 / layers=129  idx=45030 / solSize=50311
LAYER=49 / layers=129  idx=43029 / solSize=50311
LAYER=98 / layers=129  idx=21388 / solSize=50311
) V=LAYER=47 / layers=129  idx=43738 / solSize=50311
-0.975LAYER= #verts=51
[BC] solutionVector finite after write? yes106
0 / solSize=UPDATE VOLTAGE END LAYER= #verts=
50311 / solSize=UPDATE VOLTAGE START5031114
50LAYER=117 / layers=129  idx=9227 / solSize=50311
 / layers= / layers=
129
103[BC] updateElectrodeVoltage(129 / layers=  idx=[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE STARTLAYER=3LAYER=
  idx=49681123 / layers=71129) V= / solSize=
0.2401235031116402[BC] updateElectrodeVoltage(1) V=  idx=
-0.622796LAYER= #verts=LAYER= #verts=99 / layers= / solSize=128 / layers=50 / layers=129  idx=35313 / solSize=50311

50311LAYER=12912950[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 124  idx=  idx=
1294607
 / layers=  idx= / solSize=[BC] solutionVector finite after write? 1849650311yes

UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=UPDATE VOLTAGE START1264
1.45669 #verts=
LAYER= / solSize=50311
51LAYER=117 / layers=129  idx=8961 / solSize=LAYER=
5031112951[BC] updateElectrodeVoltage(118[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(3) V=-1.07536 #verts=50
4 / layers=20908  idx= / solSize=129
4544 / solSize=50311
 / solSize=LAYER=10450311  idx= / layers=LAYER=103 / layers=129  idx=18557 / solSize=50311
LAYER=4243812950311
LAYER=36 / layers=129  idx=1946385 / solSize=) V=
[BC] solutionVector finite after write?  / layers=50311
 / solSize=LAYER=-0.351982  idx=50311
yesLAYER=93 / layers=129  idx=24278 / solSize=50311
LAYER=107 / layers=129  idx=15827 / solSize=129121 / layers= #verts=
LAYER= / layers=50
  idx=98UPDATE VOLTAGE END 503111298449
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(4) V=1.15311 #verts=[BC] solutionVector finite after write? 
  idx=LAYER=114 / layers=129  idx=11492 / solSize=50311
LAYER=yes50662864
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(5) V=129 / solSize= / solSize=  idx=49211 / solSize=50311
0.55159250311
LAYER=5 / layers=129  idx=50243 / solSize=LAYER=50311
LAYER=37 / layers=129  idx=46228 / solSize=50311
LAYER=92 / layers=129  idx=25161 / solSize=18060 / layers= #verts=121 / layers=129  idx=6348 / solSize=50311
LAYER=105 / layers= / solSize=
503115031112950311

  idx=[BC] solutionVector finite after write? LAYER=129LAYER=63 / layers=  idx=yes
UPDATE VOLTAGE END 12950172633938092  idx=
 / layers=38573 / solSize=
[BC] solutionVector finite after write?  / layers=LAYER=99 / layers=129  idx=20706 / solSize=50311
LAYER=100 / layers=129  idx=20144 / solSize=50311
LAYER=54 / layers=129  idx=41628 / solSize=50311yes

 / solSize=
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage( / solSize=650311
LAYER=74 / layers=5031150311
LAYER=119 / layers=129  idx=7653 / solSize=50311
) V=UPDATE VOLTAGE START129LAYER=
129
  idx=[BC] updateElectrodeVoltage(21464LAYER=231290.878687107LAYER= / layers=129  idx=48743 / solSize=50311
LAYER=116 / layers=129  idx=10005 / solSize=50311
LAYER=37 / layers=129  idx=46302 / solSize=50311
LAYER=119 / layers=60 / layers=  idx= #verts=33727 / layers= / solSize=51129 / solSize=1291295  idx=50311  idx=15740 / solSize=50311

  idx=7764 / solSize=50311
  idx=45844
 / solSize=LAYER=102 / layers=129  idx=19096[BC] solutionVector finite after write? ) V=LAYER= / solSize=50311
LAYER=115 / layers=129  idx=10303 / solSize=9450311yesLAYER= / layers=
50311
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(-0.530527129LAYER=48 / layers=12939486
7) V=98 #verts=503111.30903 / solSize= / layers=129  idx=21732 / solSize=LAYER=  idx=5050311
LAYER=5 / layers=129 #verts=  idx=63

5023692LAYER=120 / layers=  idx=[BC] solutionVector finite after write? 43534 / solSize=50311
LAYER=71 / layers=129  idx=35081129 / solSize=
 / layers=50311
yes  idx=LAYER=
UPDATE VOLTAGE END 38383
[BC] solutionVector finite after write?  / solSize=12990 / layers=129  idx=25853 / solSize=50311
 / solSize=yes50311UPDATE VOLTAGE START  idx=

[BC] updateElectrodeVoltage(6) V=7389
-0.63972750311LAYER= #verts=51
 / solSize=[BC] solutionVector finite after write? yesUPDATE VOLTAGE END 
UPDATE VOLTAGE END 
UPDATE VOLTAGE START50311
LAYER=92 / layers=129  idx=24893 / solSize=
50311
[BC] updateElectrodeVoltage(7) V=0.693296
50232[RUN] begin: sol size= #verts= / solSize=50311
106LAYER=LAYER=50311
[RUN] solutionVector finite at entry? LAYER= / layers=50311yes12891 / layers=129  idx=25730 / solSize=50311

LAYER=31 / layers=129  idx=47494 / solSize=50311
 / layers=
LAYER=34 / layers=129  idx=
46829LAYER=129LAYER=32 / layers=  idx=129101 / solSize= / layers=50129129
  idx=50311  idx=
  idx=137419797 / solSize=50311
LAYER= / solSize=168599847178 / solSize= / solSize=5031150311
LAYER=50311111
LAYER= / layers=89116
129  idx=13568 / solSize=50311
LAYER=30 / layers=129  idx= / layers=LAYER=47521129  idx=LAYER=10021651[BC] solutionVector finite after write?  / layers=129  idx=20588 / solSize=yes70
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311 / solSize=50311
LAYER=36 / layers= / layers= / layers= / solSize= / layers=129129  idx=26719 / solSize=50311
50311LAYER=12912950311  idx=
  idx=35491 / solSize=50311
LAYER=19 / layers=129  idx=49267 / solSize=
5031146517
LAYER=  idx=114 / solSize=106
9640 / layers= / layers=LAYER=LAYER= / solSize=7772129[RUN] solutionVector finite at entry?  / layers=  idx=11543 / solSize=50311yes12950311  idx=50311
 / layers=
32587
LAYER= / solSize=50311
LAYER=LAYER=73 / layers=129  idx=34215 / solSize=50311
LAYER=113 / layers=129  idx=12297 / solSize=50311
LAYER=63 / layers=129  idx=7238235 / solSize=
 / layers=50311129  idx=34880
LAYER=104129 / solSize= / layers=129  idx=  idx=34687103 / solSize=1782950311
LAYER=122 / layers=129  idx=5472 / solSize=50311
LAYER=99 / layers=129  idx=21179 / solSize=50311
LAYER= / solSize=81LAYER=5031178 / layers=129  idx=31837 / solSize=50311
 / layers=
129LAYER= / layers=50311129100 / layers=129
  idx=LAYER=129 / layers=129  idx=16413  idx=30804 / solSize=50311
LAYER=96 / layers= / solSize=LAYER=129187565031191129  idx=
 / layers=  idx=LAYER=1292273882 / solSize= / solSize=50311
LAYER=61 / layers=129  idx=39228 / solSize=50311
LAYER=107 / layers=129  idx=16084 / solSize=  idx=  idx=5031120357
25253 / solSize=50311
LAYER=36850311 / solSize=50311
LAYER=
 / layers= / solSize=12212950311 / layers=  idx=113
LAYER=LAYER=3016226 / layers=LAYER=121 / layers=129  idx=70129 / layers=6716 / layers= / solSize=  idx=12950311129 / solSize=  idx=
503115576
 / solSize=50311
LAYER=12939 / layers=129  idx=45777 / solSize=50311
11994LAYER=  idx=  idx=102 / layers=129  idx=3543448254 / solSize= / solSize=19005 / solSize= / solSize=50311LAYER=5031150311

75LAYER=11 / layers=129  idx= / layers=LAYER=5031112949932
  idx=33519 / solSize=LAYER=5031195 / layers=129
LAYER=63 / layers= / solSize=12950311
  idx=LAYER=38466  idx=5523507 / solSize= / solSize=LAYER=50311101
 / layers=129  idx=1973790
LAYER= / layers=129  idx=26269 / solSize=50311
 / layers=LAYER=LAYER=129  idx=41182 / solSize=50311
LAYER=111 / layers=129  idx=125 / layers=6313079 / solSize=50311
129 / layers=129  idx=LAYER=503117512438380  idx= / solSize= / layers=129  idx=3983 / solSize=50311
LAYER= / solSize=125
50311
LAYER=LAYER=93 / layers=3776 / layers=129  idx= / solSize=3409 / layers=129  idx=24281 / solSize=129  idx= / solSize=50311
LAYER=85 / layers=129  idx=2845011750311
 / solSize=50311
50311LAYER=LAYER=22112
 / layers= / layers=129  idx= / layers=12586129  idx= / solSize=901550311 / solSize=129  idx=48858 / solSize=50311
LAYER=111 / layers=129  idx=13650 / solSize=50311
LAYER=109 / layers=129  idx=14537 / solSize=50311
LAYER=67 / layers=129  idx=36923 / solSize=50311
LAYER=25 / layers=129  idx=48395 / solSize=50311
LAYER=108 / layers=129  idx=15440 / solSize=50311
LAYER=79 / layers=129  idx=31368 / solSize=50311
LAYER=113 / layers=12950311  idx=
12312LAYER= / solSize=127 / layers=129  idx=1766 / solSize=50311
LAYER=53 / layers=50311129LAYER=50311  idx=41987

85 / solSize=LAYER=50311
LAYER=LAYER=59 / layers=129  idx=39790 / solSize=50311
LAYER=115 / layers=
83 / layers=129  idx=29693 / solSize=50311
129LAYER=  idx=3330632LAYER= / layers=129  idx=47187 / layers=117129 / solSize= / solSize=50311
LAYER=10 / layers=  idx=12928544  idx= / solSize=5001950311 / solSize=10377101 / solSize=
 / layers=50311 / layers=50311

129129LAYER=103 / layers=129  idx=18256 / solSize=LAYER=116 / layers=129  idx=9790 / solSize=50311
LAYER=48 / layers=129  idx=  idx=43463LAYER=50311 / solSize=50311
19637
50311LAYER= / solSize=LAYER=50 / layers=129  idx=42913 / solSize=50311
LAYER=105  idx=
50311
8931 / layers= / solSize=129  idx=LAYER=1706610750311LAYER=26
 / layers=LAYER=73 / layers=129  idx=34294 / solSize=89 / layers=11050311
LAYER=41 / layers=129  idx=45207 / solSize=50311
LAYER=96 / layers=129  idx=22478 / solSize= / layers=50311129129129  idx= / layers= / solSize=48240  idx=5031115835 / solSize= / solSize=50311
LAYER=30 / layers=50311129129
  idx=

13895 / solSize=50311
LAYER=33 / layers=129  idx=47012 / solSize=50311
LAYER=  idx=LAYER=61LAYER=  idx=2643247607 / solSize= / solSize= / layers=5031150311129  idx=

LAYER=12394 / layers= / layers=129  idx=23712 / solSize=12950311
  idx=5058 / solSize=50 / layers=129  idx=42723 / solSize=50311
LAYER=LAYER=113 / layers=129  idx=11883 / solSize=50311
50311
LAYER=82 / layers=129  idx=38979LAYER=30172 / solSize= / solSize=87LAYER=50311 / layers=
105LAYER=5031112976  idx=LAYER= / layers=2744068 / solSize=129 / layers=  idx=17158 / solSize=50311
LAYER=97 / layers=129  idx=22006 / solSize=50311

129  idx=1173656050311LAYER=43 / layers=
 / solSize=50311
LAYER=88 / layers=129LAYER=  idx=6327232 / solSize= / layers=50311129LAYER=
 / layers= / layers=129  idx=38473LAYER=129129  idx=  idx=8935  idx=32972 / solSize=50311
LAYER=86 / layers=129  idx=28062 / solSize=50311
44832 / solSize=LAYER=5031162
 / solSize= / layers=LAYER=12950311  idx=38882 / solSize=88 / solSize=50311
58
 / layers=8950311
LAYER=LAYER=87 / layers=129  idx=27784 / solSize= / layers=LAYER=6750311129
 / layers= / layers=LAYER=129129  idx=  idx=367941291298840108  idx=26934 / solSize=50311
LAYER=45 / layers=129  idx=  idx=44137 / layers= / solSize=50311
26515 / layers=129  idx=27337 / solSize=50311
 / solSize=129  idx=0 / solSize=50311
LAYER=LAYER= / solSize=1295031150311
 / solSize=LAYER=5031138

86LAYER= / layers=LAYER=76 / layers=129  idx=28243 / solSize=50311121
 / layers=LAYER=124 / layers=129  idx=4278 / solSize=50311
 / layers=129129LAYER=  idx=63129 / layers=  idx=1296090  idx=  idx=38231 / solSize=50311
LAYER=102 / layers=129  idx=19322 / solSize=50311
LAYER=LAYER=4594497 / solSize= / solSize=50311
 / solSize=LAYER=50311
129 / layers=LAYER=112129 / layers=  idx= / layers=5031112958129  idx=32853 / solSize=105
  idx= / layers= / layers=129  idx=16987 / solSize=50311
LAYER=57 / layers=129  idx=40567 / solSize=50311
LAYER=12950311  idx=LAYER=34 / layers=
129  idx=129264681798194 / layers= / solSize=12950311 / solSize=LAYER=40062
50311 / solSize=  idx=LAYER=2175971118 / solSize=50311 / layers=50311129 / layers=  idx=129 / solSize=8885  idx= / solSize=
35227 / solSize=50311
LAYER=
LAYER=78 / layers=129  idx=913193350311
 / layers=
129  idx=LAYER=129 / layers=129  idx=290 / solSize=50311
 / solSize=LAYER=50311129 / layers=129  idx=
387 / solSize=50311
50311LAYER=LAYER=
11025312LAYER= / layers= / solSize=LAYER=12912950311 / layers=83 / layers=129  idx=LAYER=29471
 / solSize=50311
LAYER=84 / layers=LAYER=11135129 / layers=  idx=3612913681 / solSize=50311
 / layers=  idx=46697 / solSize=50311
 / layers=LAYER=116 / layers=129129129  idx=  idx=129  idx=46486484  idx=LAYER= / solSize=50311
LAYER=  idx= / solSize=1071324050311 / solSize=50311
 / layers=LAYER=12912978 / layers=129  idx=9652  idx= / solSize=
580 / solSize=50311
 / layers=LAYER=129 / layers=129  idx=503111582629377LAYER= / solSize= / solSize=129
5031150311  idx=

LAYER=LAYER=90 / layers=129  idx=25755 / solSize=50311116 / layers=129  idx=LAYER=3202297677
 / layers= / solSize=50311
 / solSize=10187LAYER= / solSize=50311
12996 / layers=129  idx=22906 / solSize=50311  idx=
100LAYER=65 / layers=LAYER=129  idx=20036 / solSize=5031122054
124 / layers=129  idx=LAYER= / solSize=50311405461 / layers= / solSize=50311
50311 / layers=129129  idx=39243 / solSize=

LAYER=LAYER=LAYER=112 / layers=129  idx=12358 / solSize=5031188
 / layers=54LAYER= / layers=50311  idx=12937515129 / solSize=110 / layers=129  idx=14098 / solSize=50311
LAYER=11750311  idx=
LAYER=74 / layers=129  idx=33916 / solSize=50311

27021 / solSize=LAYER=78 / layers=129  idx=32241 / solSize=50311
LAYER=111 / layers=129  idx=13400 / solSize=50311
LAYER=95 / layers=129  idx=50311
LAYER=12 / layers=  idx=LAYER=41557 / solSize=50311
94 / layers=129  idx=23717 / solSize=50311
LAYER=118 / layers=129  idx=8424 / solSize=50311
LAYER=119 / layers=129  idx=LAYER=7684129106 / layers= / solSize=129  idx=16881 / solSize=50311
 / layers=5031123307LAYER=
  idx=102LAYER= / layers=9299129 / solSize=50311  idx=
1927085 / solSize= / layers=129  idx=LAYER=129115 / layers=50311
LAYER=70 / layers=129  idx=35661 / solSize=50311
LAYER=69 / layers=12928437 / solSize=  idx=50311
10609LAYER= / solSize=  idx= / solSize=50311
LAYER=119 / layers=129  idx=4989850311
 / solSize=50311
LAYER=65 / layers=129  idx=37517 / solSize=5031169LAYER=48 / layers=129  idx=43468 / solSize=50311
LAYER=121 / layers=129  idx=6424 / solSize=50311 / layers=
129  idx=35940 / solSize=7861
 / solSize=LAYER=50311126
 / layers=Update boundaries129129  idx=LAYER=503112611 / solSize=1550311 / layers=  idx=
35991LAYER=LAYER=41 / layers=129  idx= / solSize=129
86 / layers=129  idx=28353 / solSize=50311
LAYER=5031154UPDATE VOLTAGE START  idx=
49669 / solSize=50311
LAYER=
LAYER=35 / layers=129  idx= / layers=90129  idx= / layers=41458 / solSize=LAYER=12947
  idx=26238 / solSize=50311
LAYER=105 / layers=129  idx=17068 / solSize=50311
45184[BC] updateElectrodeVoltage(LAYER= / solSize=77 / layers=50311
 / layers=129  idx=32671 / solSize=50311
LAYER=LAYER=129  idx=43554046655) V=108121 / layers=129  idx=15548 / solSize=50311
 / solSize=50311
0LAYER=LAYER=12167 / layers= #verts= / layers=129  idx=6402129 / solSize=50311
  idx=36683 / solSize=LAYER=50311106
 / layers=129  idx=16463 / solSize=50311
 / layers=LAYER=LAYER=10651 / layers=50
129 / layers=129  idx= / solSize=129  idx=  idx=42542 / solSize=5031150311

[BC] solutionVector finite after write? LAYER=93 / layers=129  idx=24143 / solSize=50311
LAYER=70 / layers=129  idx=yes35600LAYER=
50311629016419 / solSize=UPDATE VOLTAGE END 99 / solSize=50311
 / solSize=
 / layers=50311LAYER=50311


LAYER=65129LAYER=97 / layers=UPDATE VOLTAGE START / layers=44129  idx=  idx=
2217920702[BC] updateElectrodeVoltage( / solSize=LAYER=1) V=50311
106 / layers=129  idx= / layers=-1.12333 / solSize=50311
LAYER=127 / layers=129  idx=2296 / solSize=50311
LAYER=113 / layers=129  idx=12287 / solSize=50311
LAYER=12994 / layers=129  idx=24081 / solSize=50311
LAYER=113 / layers=  idx=44460 / solSize=50311129 #verts=
129  idx=LAYER=LAYER=16491 / solSize=376228350311 / solSize=83
 / layers=LAYER= / layers=  idx=12911412912224 / layers=  idx=29838 / solSize=50311 / solSize=50
129  idx=11053 / solSize=50311
LAYER=84 / layers=129  idx=29235 / solSize=
50311LAYER=[BC] solutionVector finite after write? 
50311LAYER=10 / layers=129  idx=49991 / solSize=yes50311
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V=
8
-0.200814LAYER=129 / layers=129  idx=0 / solSize=50311
LAYER=129 / layers=129  idx=97 / solSize=50311
LAYER=129 / layers= / layers= #verts=  idx=LAYER=129516250311  idx=
