[MESH] Max bdr attr: 1
  attr 1 : 380 bdr elements
[BC] ess_tdof_list size = 402
LAYER=10 / layers=129  idx=50003 / solSize=50311
129 / solSize= / layers=129  idx=23811 / solSize=yes50311 / layers=31915LAYER=702239 / solSize= / solSize=1165031150311 / layers=129  idx=
 / layers=
129  idx= / solSize=8050311 / solSize=50311 / solSize= / layers=129  idx=9918LAYER=
  idx=  idx=LAYER=17519LAYER=  idx=15253 / solSize=50311
LAYER=50311LAYER=LAYER=58 / layers=129  idx=40146 / solSize=50311
LAYER=99 / layers=129 / layers=129  idx=31038 / solSize= / layers=50311
5031150311
50311LAYER=48636991293871982
102  idx=
129LAYER=92
126 / solSize=

 / solSize=LAYER=1221295709  idx= / solSize= / layers=129  idx=19094 / solSize=50311
LAYER=54 / layers=129  idx=129 / layers=129  idx=25140 / solSize=50311

129LAYER=50311
10 / layers=50311
 / solSize=72LAYER=16849  idx=45808 / solSize=50311
LAYER=115 / layers=129  idx=10447 / solSize=50311LAYER=LAYER= / layers=  idx=LAYER=129416417637 / layers=129  idx=49986 / solSize=50311
 / layers= / layers=129107 / layers=129  idx=16025 / solSize=50311
LAYER=104 / layers=129  idx=17697 / solSize=50311 / solSize=50311
LAYER=124  idx=UPDATE VOLTAGE END 
104 / layers=129
78 / layers=129  idx=32041 / solSize=50311LAYER=LAYER= / solSize=LAYER=12912950311 / layers=  idx=  idx=
UPDATE VOLTAGE START
LAYER=105
 / layers=LAYER= / layers=5031162 / solSize=
LAYER=82 / layers=129  idx=30097 / solSize=50311
 / solSize=  idx= / layers=5322122  idx=[BC] updateElectrodeVoltage(30313LAYER=129104

 / layers=129129129 / solSize=5031150311129 / layers=  idx=1786434898 / layers=129  idx=18032 / solSize=5031154LAYER=21131129  idx=  idx=  idx=3056 / solSize=LAYER=
  idx=5031146264129  idx=1701936484 / solSize=50311
LAYER=129 / layers=129  idx=580 / solSize=50311
LAYER=129 / layers=129  idx=677 / solSize= / solSize= / solSize=4 / solSize= / layers=129  idx=41708 / solSize=  idx=
67750311724483 / solSize=50311
LAYER=125LAYER= / solSize= / solSize=50311503115031150311
LAYER=78 / layers=129  idx=31955 / solSize=
97 / solSize=5031138694 / layers= / solSize=LAYER=
50311
74 / layers=129  idx=34002 / solSize=50311
LAYER=

125
) V= / layers=50311
50311LAYER=
LAYER=5031150311
LAYER=52 / layers=LAYER=
 / layers= / layers=21138129126 / layers=30
50311LAYER=81129-0.181743 / layers=129LAYER=129LAYER= / layers=
LAYER=LAYER=
 / layers=LAYER=  idx=12983 #verts=  idx=46439 / solSize=50311
  idx=112LAYER=LAYER= / layers=55129 / solSize=541295561  idx=108 / layers=
50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START / layers=
129129523750311
 / layers=LAYER=42297 / solSize= / layers=129  idx=15030 / solSize=50311
LAYER=LAYER=[BC] updateElectrodeVoltage(3451125129124 / layers=129  idx=115129 / layers=37 / layers=129129  idx=  idx=2327 / solSize=50311
 / layers= / layers= / solSize=5031124  idx=  idx=50311 / solSize=129  idx=  idx=  idx=LAYER=LAYER=12934970 / layers=5LAYER=5031141698
107 / layers=129 / layers= / layers= / solSize=120  idx=1123275) V=-0.729665100 / layers=129  idx=20332 / solSize=46272
LAYER=105 / layers=129  idx=17307 / solSize=2960542146  idx=129LAYER=  idx=129  idx=Update boundaries / layers=129  idx=7174 / solSize=50311
LAYER=89 / layers=129  idx= / layers=26805 / solSize=50311
 / solSize=3070650311
LAYER=73 / solSize=50311 / solSize=12912915981503113198 / solSize=  idx=41221129  idx=12607 / solSize=50311
129LAYER=  idx=50311

50311
  idx= / solSize=
  idx=50311
 #verts=5031110626 / solSize=
  idx= / solSize= / layers= / solSize= / solSize=
  idx=LAYER=1163907LAYER=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END  / solSize=LAYER=12671UPDATE VOLTAGE START47590 / solSize=129503115031178 / layers=LAYER= / solSize= / solSize=50311
461462225850311LAYER=725031150311
48524
 / layers=LAYER=5031150311
LAYER=  idx= / solSize=50311

123125
LAYER=
 / solSize=129129  idx=32232 / solSize=LAYER=
103
110
LAYER=LAYER= / layers=LAYER=129 / layers=50311[BC] updateElectrodeVoltage(0) V=121 / solSize=5031150311LAYER=123 / layers=
 / layers=129  idx=14109 / solSize=11150311
13LAYER=100 / layers=129  idx=129 / layers=129LAYER=Update boundaries
UPDATE VOLTAGE START

 / layers=12934378
LAYER=96 / layers=129  idx=22608 / solSize=129LAYER=50311 / layers=  idx=061  idx=3497 / solSize=50311
71
LAYER= / solSize=LAYER=112 / layers=129  idx=20519 / layers= / layers=12910143 / solSize= #verts=
 / layers=LAYER=82129 / layers=129  idx=35135 / solSize=50311 / layers=[BC] updateElectrodeVoltage(0) V=50311LAYER=  idx=129  idx=  idx=4846 / solSize=50311
80 / solSize=50311
129LAYER=LAYER= / solSize=12951129  idx=0 #verts=501295063544750  idx=75  idx=4250311  idx=127  idx=
  idx=
115 / solSize=LAYER= / layers= / layers= / solSize=50311
LAYER=117LAYER= / layers=497763521848434725510 / layers=50311
12912985 / layers=UPDATE VOLTAGE START129
50311 / solSize=50311
LAYER=39 / layers=129[BC] solutionVector finite after write?  / solSize= / solSize=50311
 / layers= / layers=
[BC] solutionVector finite after write? 
13193 / layers=129
  idx=
  idx=3911538129  idx=45085LAYER= / solSize=50311
LAYER=122 / layers=129  idx=5690 / solSize=50311
LAYER=123 / layers=129 / solSize=LAYER=108 / layers=129  idx=15589 / solSize=5031150311 / solSize=50311
129 / solSize=LAYER=456673119977 / layers=129LAYER=LAYER=50311
  idx=
50311  idx=LAYER=
  idx=LAYER=12455 / solSize=  idx=[BC] updateElectrodeVoltage( / solSize= / solSize=yes12950311  idx=12610928445 / solSize=50311
LAYER=
33626LAYER=95LAYER=300646  idx=  idx=50311LAYER=6850311
LAYER=67 / solSize= / layers= / layers=110 / layers=129  idx=yes118 / layers=129  idx=8843 / solSize=50311
50311 / solSize=50311
) V=
 / solSize=32427 / solSize=50311
LAYER=113 / layers= / layers= / layers=14 / layers=129  idx=49752 / solSize=
 / layers=50311
 / layers=12914138


LAYER=51519350311129-0.591032  idx=12950311UPDATE VOLTAGE END 12912984129  idx=23499 / solSize=50311
 / solSize=UPDATE VOLTAGE END   idx= / solSize=LAYER=129
LAYER=129 / layers=
10838  idx=36610 / solSize=50311
LAYER=  idx=  idx=3691650311
 / layers=
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(1) V=LAYER=909233LAYER= / solSize=  idx= #verts=LAYER=11245884 / solSize= / layers=LAYER= / solSize=1291182950311LAYER= / layers=129  idx=26047 / solSize=50311

51
 / layers=[BC] solutionVector finite after write?  / solSize=126129  idx=46LAYER=50311  idx=LAYER=  idx=42530 / layers= / layers=129  idx=845714766 / solSize=50311
LAYER=55 / layers=129  idx=41221 / solSize=50311
LAYER=92 / layers=129UPDATE VOLTAGE START87 / layers=129  idx=27755-1.2753850311yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(7) V=24599 / layers=
11827 / solSize=50311118 / layers=129  idx= / solSize=119129 / solSize=50311
LAYER=  idx=25158 / solSize=LAYER=50311 / solSize=50311

 #verts=50
[BC] solutionVector finite after write? yes / solSize=50311
LAYER=1132184LAYER=10 / layers= / layers=129  idx=43999 / solSize=50311
LAYER=67 / layers=129  idx=36644 / solSize= / layers=50311588708 / solSize=1295031112790 / layers=129  idx=26182 / layers=
UPDATE VOLTAGE END  / layers= / solSize=50311129
0.032919129 / layers=50311
LAYER=77 / layers=
 / layers=LAYER=
LAYER=LAYER=5031199129129  idx=  idx=129

129129
 / solSize=5031188107UPDATE VOLTAGE START
[BC] updateElectrodeVoltage(2) V= / layers=  idx=-0.1386674771029239129LAYER=  idx=2090 / solSize=50311

  idx=  idx=50311
LAYER=91 / layers=91 / layers=129  idx=26865
LAYER=  idx=12310 #verts=129  idx=  idx=
 / solSize= / solSize=99 / layers=LAYER= / layers=500302450LAYER=LAYER=1295040271 / solSize= / solSize=50311
LAYER=116 / layers=129  idx=10235 / solSize=50311
LAYER=71 / layers=129  idx=35076 / solSize=50311
LAYER=50311 / layers=129[BC] updateElectrodeVoltage(129  idx=120 / layers=129  idx=129 / solSize=15 / solSize=
 / layers=20987  idx=
32615  idx=25655 / solSize=50311

50311
  idx= #verts=8012950311
LAYER=7698 / solSize=[BC] solutionVector finite after write? yes
 / layers=129  idx=762 / solSize=50311LAYER= / solSize=  idx=2109550311LAYER=LAYER=51
70[BC] solutionVector finite after write? yes
1298850311129  idx=49644 / solSize=
124LAYER=15897 / solSize=150311
LAYER=63 / layers=129LAYER=
32 / solSize= / solSize=50311
LAYER=128 / layers=129  idx=1303LAYER= / layers= / layers=129  idx=702455 / solSize=50311UPDATE VOLTAGE END  / solSize=50311
LAYER=129 / layers=5031112950311129  idx=UPDATE VOLTAGE END 25356) V=10312935513 / layers=50311
LAYER= / layers=129  idx=104  idx=  idx=38560 / solSize=50311
112
127LAYER= / solSize=50311
  idx=129  idx= / layers=
 / solSize=01072463LAYER=
UPDATE VOLTAGE START / layers=50311129LAYER=84 / layers=31136LAYER= / solSize=4223LAYER=57 / layers=  idx= / solSize= / layers= / solSize= / solSize=
128  idx=2113 / solSize=50311

8550311
 / solSize=5031112950311
50311LAYER= / layers=68 / layers=50311

LAYER=128 / layers=129  idx=1024 / solSize=50311
LAYER=LAYER= / layers= / layers= / layers=LAYER=64129
[RUN] begin: sol size=12950311
 / layers=117LAYER=
LAYER=
129129129  idx=12768 / solSize=129503111290.694262129129LAYER= / layers= / solSize=29LAYER= / layers=  idx=  idx=
[RUN] solutionVector finite at entry? yes  idx=  idx=29070 / solSize=50311
LAYER=  idx= #verts=50
[BC] solutionVector finite after write? yes  idx=36393 / solSize=  idx=1103 / solSize=50311
41198129  idx=11212112950311  idx=4718617605 / solSize=LAYER=93
[BC] updateElectrodeVoltage(28769 / solSize=50311
LAYER=41 / layers=129  idx=45267 / solSize=50311
 / solSize=10940492 / layers= / layers=
158811877750311 / solSize=50311
LAYER=73 / layers=129  idx= / layers=
LAYER=12929LAYER= / layers= / solSize=129LAYER= / solSize=LAYER=503115031134123 / layers=122LAYER=  idx=12654129  idx= / layers=3  idx= / solSize=  idx=

5031195 / layers=129  idx=
 / layers=1009282 / layers=50311LAYER=129) V=97 / solSize=50311
50311LAYER=129 / layers=129  idx=194 / solSize=50311
LAYER=129 / layers=129  idx=290 / solSize=50311
LAYER=129 / layers=129  idx=387 / solSize=50311
LAYER=LAYER=5031123192UPDATE VOLTAGE END  / layers= / solSize=50311
12992129 / layers=129  idx=20546 / solSize=50311
LAYER=114 / layers=129  idx=11307119  idx=47791 / solSize=50311
129129

129 / solSize=
110
LAYER=
  idx=LAYER= / layers=37870 / layers=  idx=  idx=LAYER=LAYER=50311 / layers= / layers=LAYER=1291004770650 / layers=129  idx=42697 / solSize=50311
  idx= / solSize=
1295494 / solSize=129 / layers=LAYER=111129 / layers=
  idx=129  idx=13731 / solSize=50311
LAYER=72 / layers=129  idx=34888 / solSize=LAYER=2786-1.01238129 / solSize=  idx=96129  idx=484LAYER=1239282 / layers= / solSize=12514901 / solSize=50311
50311105 / layers=129  idx=17521 / solSize=  idx= / solSize=LAYER=50311 / layers=1295031173 / solSize=129 / solSize= / layers=12950311 / layers=UPDATE VOLTAGE START  idx=  idx=
LAYER=110 / layers=129  idx=249712460012450311 / layers=50311LAYER= #verts=6630
129
41585 / solSize=
 / layers=129  idx=4135 / solSize=50311
LAYER=128
50311LAYER=50311  idx=101 / layers=129  idx=19491 / solSize= / solSize=50LAYER=  idx=3714 / solSize=50311
14064LAYER=45 / layers=
 / solSize=129 / solSize=50311  idx=
LAYER=50311LAYER=

LAYER=2990650311
5512950311
 / solSize=  idx=13316LAYER=99LAYER=129LAYER=[BC] updateElectrodeVoltage(109  idx=107 / layers=
129LAYER=120[BC] solutionVector finite after write?  / layers=74885031150311
LAYER=50311114 / layers=101222482  idx= / layers= / solSize=  idx=

20339 / layers= / solSize=56 / layers=129  idx=41004 / solSize=50311
LAYER=129) V= / layers= / layers=-0.819984LAYER=160179112950311LAYER=44105 / solSize=
50311122  idx= / solSize=580 / solSize=50311
LAYER=129 / layers=129  idx=677129117129 / solSize=50311
LAYER=96 / layers=  idx= / solSize=917 / solSize=50311
yes
LAYER= / solSize=50311 / solSize=129 / layers=
 / layers=129LAYER=12 / layers=129 / layers=  idx=12950311
UPDATE VOLTAGE END 
UPDATE VOLTAGE START65129LAYER=62 / layers=12950311  idx=50311
LAYER=85 / layers=  idx=14623 / solSize=50311
50311LAYER=38 / layers=129  idx=45902 / solSize=50311
  idx=129 / layers=  idx=9322 / solSize=
LAYER=34138 / solSize=50311
LAYER=111 / layers= #verts= / layers=41283 / solSize=12950311 / solSize=LAYER=
  idx=6859 / solSize=50311129
119129LAYER=7812912951
[BC] solutionVector finite after write? yes
  idx=
5031170  idx=49898 / solSize= / layers=
  idx=
 / layers=129  idx=7696 / solSize=50311
  idx=LAYER=  idx=20727 / solSize=  idx=37556 / solSize=50311
LAYER=91 / layers=129  idx=2528122833
 / layers=  idx=LAYER=5031150311
LAYER=90 / layers=[BC] updateElectrodeVoltage(LAYER=1018225223 / solSize=50311
LAYER=100 / layers=129  idx=20202
50311124 / solSize= / layers=5733
LAYER=123 / layers=129  idx=5041 / solSize=50311LAYER=4 / layers=129 / solSize= / layers= / solSize=129  idx=29984 / solSize=50311
UPDATE VOLTAGE END 
LAYER=129LAYER=13365111129  idx=
LAYER=110 / layers=129  idx=981295031150311) V=503110.916105 #verts=129  idx=35472 / layers=129  idx=28393 / solSize= / layers=11606 / solSize=50311
LAYER=95 / layers=129  idx=23123 / solSize=14042 / solSize=50311
  idx=  idx=LAYER=
LAYER=LAYER=
LAYER=125 / layers=12950
  idx=[BC] solutionVector finite after write?  / solSize= / solSize=  idx=13160 / solSize=
12950311
LAYER=Update boundaries
19560 / solSize=50311
LAYER=126 / layers=734953 / layers=503114253  idx=26144 / solSize=3893119715115 / layers=129  idx=10809 / solSize=50311
LAYER=65 / layers=129129113 / layers=129  idx=11899 / layers= / layers=129  idx=128UPDATE VOLTAGE START / solSize=50311 / solSize=50311

LAYER=129 / solSize= / solSize=
50311
50311  idx= / layers=  idx=LAYER= / solSize=50311
LAYER=107 / layers=129  idx=15852  idx=50311
54  idx=50311LAYER=5031141892LAYER=
yes129129 / solSize=LAYER=
92 / layers=12921748
 / solSize=50311
 / solSize=962689  idx=34109
LAYER=  idx=43201 / solSize=50311
129  idx=LAYER=  idx=31901 / solSize=50311
LAYER=44 / layers=129  idx= / layers=3714
LAYER=50311LAYER= / layers=
 / layers=37801129  idx=22664 / solSize=50311
LAYER=115UPDATE VOLTAGE END 106 / layers=129  idx=16366 / solSize=50311
4152950311LAYER=LAYER=
129  idx=[BC] updateElectrodeVoltage(UPDATE VOLTAGE START44572120 / layers=129  idx=LAYER= / solSize=99
68LAYER= / solSize=50311119 / solSize=25117 / solSize=50311
129LAYER=113 / layers=129  idx=11948 / solSize=50311
LAYER=124 / layers=129  idx=3997
 / solSize=7194
1476 / layers=129 / solSize= / solSize=UPDATE VOLTAGE START11750311
 / layers= / layers=50311
  idx=
1036 / solSize=50311
LAYER=113LAYER=129 / layers=  idx= / layers=50311
LAYER=52 / layers= / layers=99 / solSize=LAYER=
LAYER=69 / layers=129  idx=36227 / solSize=50311
LAYER=129  idx=10296 / solSize=50311 / solSize= / layers= / layers=503111013276312912950311129  idx= / layers=LAYER=5031186LAYER=115 / layers=129
[BC] updateElectrodeVoltage(129129  idx=12147 / solSize=129 / layers=  idx=42296 / solSize=LAYER=  idx=5031187 / layers=129  idx=
78 / layers=129  idx=32061129 / solSize=50311
LAYER=0LAYER=  idx=
LAYER=  idx=503119324129129  idx=127 / layers=129  idx=

387 / layers=125LAYER=) V=33625273 / layers=129
  idx=  idx=7654 / solSize=50311 / solSize=LAYER=LAYER= / solSize= / solSize=129  idx=) V=[BC] updateElectrodeVoltage(  idx=104010442 / solSize=50311
19459LAYER=503117150311
  idx=111 / layers= / layers= / layers=5) V= / solSize=20683 / solSize=-0.7805365031150311 #verts=497415071

LAYER=56 / layers=129  idx=1295031112950311
LAYER=73 / layers=1992
34115 #verts=50 / solSize= / layers=
-0.867364LAYER=
LAYER=  idx=50311 / solSize= / solSize=
12940820113 / layers=129
  idx=93 / layers=129  idx=3245
50311
LAYER=LAYER=20662129  idx=35340 / solSize= / solSize=10950311[BC] solutionVector finite after write? 13415 / solSize=  idx=LAYER=LAYER=LAYER= / solSize= / layers=50311503115031150311
LAYER=123 / layers=129  idx=4966 / solSize=50311
LAYER=122 / layers=129  idx=6003 / solSize=50311
LAYER=55 / layers=129  idx=41104 / solSize=50311
LAYER=119 / layers=129  idx=7491 / solSize=50311
LAYER=115 / layers=129  idx=10558 / solSize=50311
LAYER=39 / layers=129  idx=45770 / solSize=50311
LAYER=119 / layers=129  idx=  idx=34146 / solSize=50311
8066 / solSize=LAYER=66121 / layers=129  idx=37174 / solSize= #verts=50311 / layers= / layers=LAYER=
50311LAYER=129129129
54105  idx=752820914737 / solSize=50311
LAYER=55 / layers=129  idx=41118 / solSize=50311
LAYER=94 / layers=129  idx=23710 / solSize=
 / solSize=  idx=  idx=18063 / solSize= / layers=129  idx=41560 / solSize=50311
24144LAYER=10050311 / solSize=
50311

6030 / solSize=50311
 / layers= / layers=LAYER= / layers=129  idx=20115 / layers= / solSize=50311
[BC] solutionVector finite after write? 50
yesLAYER=50311129  idx=129129 / solSize=
94LAYER=50311yes
UPDATE VOLTAGE END 
UPDATE VOLTAGE START
12362LAYER=129 / layers=129  idx=646 / solSize=50311
LAYER=9917515LAYER=LAYER=
  idx=11977  idx=50311
LAYER=128 / layers=129  idx=129 / layers=113
 / solSize=27499 / layers=129  idx= / solSize=
104 / layers=129  idx=LAYER=LAYER=78 / layers=98  idx=50311
UPDATE VOLTAGE END 
50311LAYER=122 / solSize=[BC] solutionVector finite after write? 103635143 / solSize=50311
33484LAYER=17589 / layers=[BC] updateElectrodeVoltage(50311
 / layers=LAYER=4723
50311129129 / solSize=
 / layers=yes
UPDATE VOLTAGE END 
 / solSize=50311
108129LAYER=129  idx=UPDATE VOLTAGE START / solSize= / layers=74 / solSize=  idx=LAYER=5031192LAYER=UPDATE VOLTAGE START4 / layers=38955
LAYER=
 / layers=129  idx=  idx=129  idx=5597 / solSize=50311
LAYER=76 / layers=129  idx=3266 / solSize= / layers=23938103 / layers=
[BC] updateElectrodeVoltage(6) V=129  idx=[BC] updateElectrodeVoltage(33961115 / layers=129  idx=10606 / solSize=50311
327655031131979 / solSize=50311
129  idx=LAYER=76129  idx=) V= / layers= / solSize=
LAYER= / solSize=50311 / layers=129LAYER=50311
LAYER= / solSize=12011815260
1.13806 #verts=50
 / layers=150311
LAYER=60 / layers=LAYER=-0.40402  idx=
 / layers=50311129 / solSize=LAYER= / solSize=50311129861174220619 / solSize=5031137257  idx=LAYER=129 / layers=  idx=7384 / solSize=11330 / layers= #verts=  idx=39688 / solSize=50311
LAYER=117 / layers=129  idx=9321 / solSize=
21359112  idx= / layers=129  idx=
50311 / layers=129 / layers=129  idx=12285 / solSize=50311
 / solSize=) V=129
 / layers=129[BC] solutionVector finite after write? 128LAYER=50311561251750311 / solSize=5150311  idx=1291862481 / layers=

[BC] solutionVector finite after write? yes
LAYER=
50311  idx=
LAYER=  idx=LAYER=
 / solSize= / layers=129129  idx=
40988yes0.76063235UPDATE VOLTAGE END 
24775LAYER=122 / layers=129  idx=5512 / solSize=50311
LAYER=129 / layers=50311129 / solSize=80 / layers=129  idx=31056 / solSize=50311
 / layers=129  idx=LAYER=LAYER= #verts=LAYER=
UPDATE VOLTAGE START / solSize=12950311
  idx=30658 / solSize=50311
47306129 / solSize=353650LAYER= / solSize= / layers=
[BC] updateElectrodeVoltage(7) V=-0.573647 #verts=50
[BC] solutionVector finite after write? yes
UPDATE VOLTAGE END 
[RUN] begin: sol size=50311
50311[RUN] solutionVector finite at entry? 50311LAYER=
  idx=50311  idx= / layers=  idx=

11650311 / layers=129
yes
  idx=
LAYER=1468 / solSize=12951UPDATE VOLTAGE END 607826747599129LAYER=123 / layers=129LAYER=
47 / solSize=
50311
104  idx=  idx=50311
LAYER=107 / layers=129  idx=15751 / solSize=50311
 / layers=LAYER=95 / layers=129  idx=
LAYER= / solSize=62  idx=109 / layers=129  idx=LAYER=  idx=LAYER=33157LAYER=98[BC] solutionVector finite after write?  / layers= / layers=23247UPDATE VOLTAGE START
